val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.6448482672373453,0.016892291754787746,0.508723666270574,0.0154413687581956,0.6825504700342814,0.01823509551018309,0.7003080050150553,0.022647396708904526,0.665789802869161,0.01609854507017399,0.665789802869161,0.01609854507017399,0.9718962709108988,0.00273817854955881,53.877148946126304,3.6917437767253287,18.460582733154297,1.591789004325088
