val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.6276382406552633,0.007630142791963348,0.4900161027908325,0.0075621425779636405,0.6751605272293091,0.006631324731088717,0.6551221609115601,0.01332924954243744,0.6976691087086996,0.027064661518111207,0.6976691087086996,0.027064661518111207,0.9638820886611938,0.0005169655561409856,63.690564473470054,4.420397665809354,23.572842915852863,0.8453093112937865
