val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.6826528906822205,0.011890197727882175,0.5481375455856323,0.012320240941836766,0.7271400888760885,0.008022435204857828,0.7293620904286703,0.046135051668485076,0.7303560972213745,0.045092314588902734,0.7303560972213745,0.045092314588902734,0.9730944434801737,0.005678452399175427,48.00859705607096,1.9358276878586858,16.58347002665202,0.7670046419015584
