val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.7216785152753195,0.007654117346685759,0.5954946875572205,0.009881881100049866,0.7609489957491556,0.0149839808550188,0.7693208853403727,0.018640189923544298,0.7545303901036581,0.038780124477805565,0.7545303901036581,0.038780124477805565,0.9776835242907206,0.002065263919359353,42.02498881022135,1.4979220389644483,14.108453750610352,0.6213468553462791
