fold,best_epoch,val_dice_metric,val_miou_metric,val_f1,val_precision,val_recall,val_sensitivity,val_specificity,val_hd95_metric,val_ASD
1,104,0.7301511168479919,0.6074818968772888,0.7798475027084351,0.7524001598358154,0.8093730807304382,0.8093730807304382,0.9759990572929382,40.10561752319336,13.488245964050293
2,60,0.7116078734397888,0.583279550075531,0.7431982755661011,0.7602754831314087,0.7268712520599365,0.7268712520599365,0.9764593839645386,43.760990142822266,14.95764446258545
3,76,0.7232765555381775,0.5957226157188416,0.7598012089729309,0.795287013053894,0.7273468375205994,0.7273468375205994,0.9805921316146851,42.20835876464844,13.879470825195312
