fold,best_epoch,val_dice_metric,val_miou_metric,val_f1,val_precision,val_recall,val_sensitivity,val_specificity,val_hd95_metric,val_ASD
1,72,0.651301920413971,0.519795835018158,0.7103100419044495,0.6760791540145874,0.7481920719146729,0.7481920719146729,0.9686842560768127,63.311763763427734,22.160999298095703
2,40,0.678662896156311,0.5438891053199768,0.7153971791267395,0.7247970104217529,0.7062380909919739,0.7062380909919739,0.9718742370605469,53.28169250488281,18.254697799682617
3,56,0.6265750527381897,0.49695825576782227,0.6976030468940735,0.665368378162384,0.7331200242042542,0.7331200242042542,0.9615968465805054,61.952049255371094,23.17741584777832
