val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.7051464716593424,0.021744018887169602,0.5750979582468668,0.02277854746759452,0.7518270214398702,0.01971532401042434,0.7580532431602478,0.030233520836229013,0.7464803457260132,0.021554412241982995,0.7464803457260132,0.021554412241982995,0.9762880802154541,0.004653032467150106,52.1760622660319,5.608232210512368,17.04834747314453,2.243100030305511
