fold,best_epoch,val_dice_metric,val_miou_metric,val_f1,val_precision,val_recall,val_sensitivity,val_specificity,val_hd95_metric,val_ASD
1,69,0.721924901008606,0.5943456292152405,0.7733069062232971,0.7699807286262512,0.7766618132591248,0.7766618132591248,0.9797313809394836,49.089351654052734,15.587482452392578
2,46,0.7190746665000916,0.5878446102142334,0.756481945514679,0.7876479029655457,0.7276884913444519,0.7276884913444519,0.9794227480888367,47.39228820800781,15.340204238891602
3,78,0.6744398474693298,0.5431036353111267,0.7256922125816345,0.7165310978889465,0.7350907325744629,0.7350907325744629,0.969710111618042,60.046546936035156,20.217355728149414
