val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.5005840460459391,0.006934387745316866,0.3670889437198639,0.0096189421981539,0.5894658962885538,0.032808932213731413,0.5150768856207529,0.08891058808371073,0.7197950085004171,0.07409084973513108,0.7197950085004171,0.07409084973513108,0.9282392660776774,0.026441069753737625,78.11746724446614,5.38666180848405,33.6607608795166,3.8742056471573956
