fold,best_epoch,val_dice_metric,val_miou_metric,val_f1,val_precision,val_recall,val_sensitivity,val_specificity,val_hd95_metric,val_ASD
1,124,0.672760546207428,0.5382227897644043,0.7235167622566223,0.6833655834197998,0.7686806321144104,0.7686806321144104,0.9688857197761536,44.404544830322266,16.840333938598633
2,127,0.6852186918258667,0.5548477172851562,0.731697678565979,0.7462921738624573,0.7176629900932312,0.7176629900932312,0.9744104743003845,47.18257141113281,16.360912322998047
3,128,0.6571915149688721,0.5255364775657654,0.6807950139045715,0.6339319944381714,0.735139787197113,0.735139787197113,0.9557843804359436,53.4624137878418,20.38348388671875
