val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.6717235843340555,0.011465517231781996,0.539535661538442,0.012002219730621995,0.7120031515757242,0.02231879238954462,0.6878632505734762,0.04598096879821313,0.7404944698015848,0.02116922953559832,0.7404944698015848,0.02116922953559832,0.9663601915041605,0.007810956533452135,48.34984334309896,3.7888556174889163,17.861576716105144,1.7939663884384818
