val_dice_metric_mean,val_dice_metric_std,val_miou_metric_mean,val_miou_metric_std,val_f1_mean,val_f1_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,val_sensitivity_mean,val_sensitivity_std,val_specificity_mean,val_specificity_std,val_hd95_metric_mean,val_hd95_metric_std,val_ASD_mean,val_ASD_std
0.6878255605697632,0.023833272671265903,0.558825413386027,0.025549749393457964,0.7415284911791483,0.01428012224417661,0.7524920701980591,0.04680025132236174,0.733554482460022,0.01802864314690982,0.733554482460022,0.01802864314690982,0.9761274258295695,0.004750332748293568,50.01588439941406,4.568518068906424,16.683879852294922,1.9451491876563471
