fold,best_epoch,val_dice_metric,val_miou_metric,val_f1,val_precision,val_recall,val_sensitivity,val_specificity,val_hd95_metric,val_ASD
1,121,0.7098621129989624,0.5888773798942566,0.7714914679527283,0.7893731594085693,0.7544019222259521,0.7544019222259521,0.9823775291442871,41.45573425292969,inf
2,66,0.7045140266418457,0.5760114789009094,0.7391043305397034,0.7929291129112244,0.6921225190162659,0.6921225190162659,0.9808207750320435,50.540504455566406,16.73158836364746
3,79,0.694764256477356,0.5684556365013123,0.7462782263755798,0.6963840126991272,0.8038735389709473,0.8038735389709473,0.9642415046691895,54.10378646850586,19.354494094848633
